"terms","count","probability"
"here in",338,0.000255742864925396
"lack of",338,0.000255742864925396
"more of",338,0.000255742864925396
"next year",338,0.000255742864925396
"which was",338,0.000255742864925396
"they would",337,0.00025498622923035
"day and",336,0.000254229593535305
"do a",336,0.000254229593535305
"you may",336,0.000254229593535305
"among the",335,0.000253472957840259
"at my",335,0.000253472957840259
"be there",335,0.000253472957840259
"he says",335,0.000253472957840259
"order to",335,0.000253472957840259
"to that",335,0.000253472957840259
"what he",335,0.000253472957840259
"along the",334,0.000252716322145213
"it as",334,0.000252716322145213
"next to",334,0.000252716322145213
"the good",334,0.000252716322145213
"in some",333,0.000251959686450168
"is about",333,0.000251959686450168
"its just",333,0.000251959686450168
"out a",333,0.000251959686450168
"the third",333,0.000251959686450168
"you would",333,0.000251959686450168
"how do",332,0.000251203050755122
"out with",332,0.000251203050755122
"said she",332,0.000251203050755122
"wait for",332,0.000251203050755122
"and when",331,0.000250446415060077
"him and",331,0.000250446415060077
"to eat",331,0.000250446415060077
"and your",330,0.000249689779365031
"see it",330,0.000249689779365031
"to change",330,0.000249689779365031
"wont be",330,0.000249689779365031
"the entire",329,0.000248933143669986
"a second",328,0.00024817650797494
"are all",328,0.00024817650797494
"the states",328,0.00024817650797494
"was an",328,0.00024817650797494
"a friend",327,0.000247419872279895
"is all",327,0.000247419872279895
"now that",327,0.000247419872279895
"think the",327,0.000247419872279895
"but in",326,0.000246663236584849
"day i",326,0.000246663236584849
"he will",326,0.000246663236584849
"that its",326,0.000246663236584849
"a single",325,0.000245906600889804
"is more",325,0.000245906600889804
"year and",325,0.000245906600889804
"years of",325,0.000245906600889804
"an hour",324,0.000245149965194758
"on her",324,0.000245149965194758
"one day",324,0.000245149965194758
"that can",324,0.000245149965194758
"but a",323,0.000244393329499712
"can see",323,0.000244393329499712
"my mind",323,0.000244393329499712
"so the",323,0.000244393329499712
"the film",323,0.000244393329499712
"with us",323,0.000244393329499712
"i say",322,0.000243636693804667
"look like",322,0.000243636693804667
"me the",322,0.000243636693804667
"mothers day",322,0.000243636693804667
"same time",322,0.000243636693804667
"a large",321,0.000242880058109621
"excited to",321,0.000242880058109621
"group of",321,0.000242880058109621
"in it",321,0.000242880058109621
"it wasnt",321,0.000242880058109621
"the sun",320,0.000242123422414576
"a bad",319,0.00024136678671953
"a different",319,0.00024136678671953
"ability to",319,0.00024136678671953
"and one",319,0.00024136678671953
"the university",319,0.00024136678671953
"would you",319,0.00024136678671953
"you so",319,0.00024136678671953
"a more",318,0.000240610151024485
"as if",317,0.000239853515329439
"here is",317,0.000239853515329439
"miss you",317,0.000239853515329439
"my head",317,0.000239853515329439
"the ball",317,0.000239853515329439
"the number",317,0.000239853515329439
"on friday",316,0.000239096879634394
"a whole",315,0.000238340243939348
"people in",315,0.000238340243939348
"piece of",315,0.000238340243939348
"that have",315,0.000238340243939348
"this season",315,0.000238340243939348
"well i",315,0.000238340243939348
"people to",314,0.000237583608244303
"what to",314,0.000237583608244303
"a month",313,0.000236826972549257
"needed to",313,0.000236826972549257
"the kids",313,0.000236826972549257
"throughout the",313,0.000236826972549257
"and make",312,0.000236070336854211
"dont get",312,0.000236070336854211
"me know",312,0.000236070336854211
"that one",312,0.000236070336854211
"the main",312,0.000236070336854211
"the morning",312,0.000236070336854211
"was to",312,0.000236070336854211
"i always",311,0.000235313701159166
"looking at",311,0.000235313701159166
"of new",311,0.000235313701159166
"see a",311,0.000235313701159166
"the movie",311,0.000235313701159166
"at work",310,0.00023455706546412
"the law",310,0.00023455706546412
"what was",310,0.00023455706546412
"with him",310,0.00023455706546412
"become a",309,0.000233800429769075
"day to",309,0.000233800429769075
"director of",309,0.000233800429769075
"good to",309,0.000233800429769075
"to let",309,0.000233800429769075
"am not",308,0.000233043794074029
"list of",308,0.000233043794074029
"see what",308,0.000233043794074029
"think its",308,0.000233043794074029
"you might",308,0.000233043794074029
"you too",308,0.000233043794074029
"a wonderful",307,0.000232287158378984
"even more",307,0.000232287158378984
"im in",307,0.000232287158378984
"happy to",306,0.000231530522683938
"just the",306,0.000231530522683938
"the american",306,0.000231530522683938
"the very",306,0.000231530522683938
"the worst",306,0.000231530522683938
"and as",305,0.000230773886988893
"have any",305,0.000230773886988893
"have had",305,0.000230773886988893
"in addition",305,0.000230773886988893
"my friends",305,0.000230773886988893
"of being",305,0.000230773886988893
"sure to",305,0.000230773886988893
"that if",305,0.000230773886988893
"the car",305,0.000230773886988893
"who had",305,0.000230773886988893
"easy to",304,0.000230017251293847
"i felt",304,0.000230017251293847
"so excited",304,0.000230017251293847
"thinking about",304,0.000230017251293847
"we should",304,0.000230017251293847
"would love",304,0.000230017251293847
"her to",303,0.000229260615598801
"might have",303,0.000229260615598801
"of life",303,0.000229260615598801
"that my",303,0.000229260615598801
"to them",303,0.000229260615598801
"university of",303,0.000229260615598801
"work and",303,0.000229260615598801
"every time",302,0.000228503979903756
"his first",302,0.000228503979903756
"just like",302,0.000228503979903756
"that im",302,0.000228503979903756
"the week",302,0.000228503979903756
"a real",301,0.00022774734420871
"a woman",301,0.00022774734420871
"dont like",301,0.00022774734420871
"san francisco",301,0.00022774734420871
"theres no",301,0.00022774734420871
"where you",301,0.00022774734420871
"do this",300,0.000226990708513665
"hope to",300,0.000226990708513665
"type of",300,0.000226990708513665
"work on",300,0.000226990708513665
"deal with",299,0.000226234072818619
"the family",299,0.000226234072818619
"think it",299,0.000226234072818619
"to move",299,0.000226234072818619
"be an",298,0.000225477437123574
"he did",298,0.000225477437123574
"i started",298,0.000225477437123574
"made me",298,0.000225477437123574
"made the",298,0.000225477437123574
"and thats",297,0.000224720801428528
"is for",297,0.000224720801428528
"things that",297,0.000224720801428528
"and had",296,0.000223964165733483
"friends and",296,0.000223964165733483
"the door",296,0.000223964165733483
"the money",296,0.000223964165733483
"the name",296,0.000223964165733483
"took a",296,0.000223964165733483
"us and",296,0.000223964165733483
"and are",295,0.000223207530038437
"a beautiful",294,0.000222450894343392
"back on",294,0.000222450894343392
"focus on",294,0.000222450894343392
"had no",294,0.000222450894343392
"many people",294,0.000222450894343392
"so it",294,0.000222450894343392
"the things",294,0.000222450894343392
"because he",293,0.000221694258648346
"like you",293,0.000221694258648346
"make me",293,0.000221694258648346
"me on",293,0.000221694258648346
"now and",293,0.000221694258648346
"see how",293,0.000221694258648346
"the point",293,0.000221694258648346
"the weekend",293,0.000221694258648346
"we could",293,0.000221694258648346
"come on",292,0.0002209376229533
"long as",292,0.0002209376229533
"not going",292,0.0002209376229533
"told the",292,0.0002209376229533
"use of",292,0.0002209376229533
"life and",291,0.000220180987258255
"to call",291,0.000220180987258255
"to run",291,0.000220180987258255
"he could",290,0.000219424351563209
"have some",289,0.000218667715868164
"the biggest",289,0.000218667715868164
"when a",289,0.000218667715868164
"and no",288,0.000217911080173118
"it can",288,0.000217911080173118
"nice to",288,0.000217911080173118
"on monday",288,0.000217911080173118
"sounds like",288,0.000217911080173118
"time of",288,0.000217911080173118
"yes i",288,0.000217911080173118
"at me",287,0.000217154444478073
"be at",287,0.000217154444478073
"in other",287,0.000217154444478073
"is your",287,0.000217154444478073
"we got",287,0.000217154444478073
"a game",286,0.000216397808783027
"could not",286,0.000216397808783027
"today is",286,0.000216397808783027
"version of",286,0.000216397808783027
"where he",286,0.000216397808783027
"after all",285,0.000215641173087982
"go back",285,0.000215641173087982
"the beginning",285,0.000215641173087982
"the bottom",285,0.000215641173087982
"but there",284,0.000214884537392936
"it comes",284,0.000214884537392936
"are still",283,0.00021412790169789
"be more",283,0.00021412790169789
"how you",283,0.00021412790169789
"it could",283,0.00021412790169789
"not in",283,0.00021412790169789
"the st",283,0.00021412790169789
"two of",283,0.00021412790169789
"up at",283,0.00021412790169789
"was on",283,0.00021412790169789
"but this",282,0.000213371266002845
"didnt have",282,0.000213371266002845
"one that",282,0.000213371266002845
"opportunity to",282,0.000213371266002845
"while i",282,0.000213371266002845
"is very",281,0.000212614630307799
"that were",281,0.000212614630307799
"the original",281,0.000212614630307799
"to us",281,0.000212614630307799
"too many",281,0.000212614630307799
"here and",280,0.000211857994612754
"on and",280,0.000211857994612754
"use the",280,0.000211857994612754
"we would",280,0.000211857994612754
"work with",280,0.000211857994612754
"go on",279,0.000211101358917708
"years and",279,0.000211101358917708
"you i",279,0.000211101358917708
"about what",278,0.000210344723222663
"as long",278,0.000210344723222663
"for example",278,0.000210344723222663
"gonna be",278,0.000210344723222663
"in for",278,0.000210344723222663
"my friend",278,0.000210344723222663
"president of",278,0.000210344723222663
"about that",277,0.000209588087527617
"i wasnt",277,0.000209588087527617
"right to",277,0.000209588087527617
"the field",277,0.000209588087527617
"comes to",276,0.000208831451832572
"only a",276,0.000208831451832572
"to check",276,0.000208831451832572
"believe that",275,0.000208074816137526
"since i",275,0.000208074816137526
"the area",275,0.000208074816137526
"there and",275,0.000208074816137526
"in love",274,0.000207318180442481
"likely to",274,0.000207318180442481
"today i",274,0.000207318180442481
"and on",273,0.000206561544747435
"his wife",273,0.000206561544747435
"it does",273,0.000206561544747435
"behind the",272,0.000205804909052389
"did i",272,0.000205804909052389
"some people",272,0.000205804909052389
"the moment",272,0.000205804909052389
"was one",272,0.000205804909052389
"your life",272,0.000205804909052389
"have not",271,0.000205048273357344
"he can",271,0.000205048273357344
"just to",271,0.000205048273357344
"little bit",271,0.000205048273357344
"long time",271,0.000205048273357344
"the federal",271,0.000205048273357344
"the front",271,0.000205048273357344
"the government",271,0.000205048273357344
"the street",271,0.000205048273357344
"the truth",271,0.000205048273357344
"we get",271,0.000205048273357344
"were going",271,0.000205048273357344
"is good",270,0.000204291637662298
"one thing",270,0.000204291637662298
"watching the",270,0.000204291637662298
"a book",269,0.000203535001967253
"come back",269,0.000203535001967253
"social media",269,0.000203535001967253
"the board",269,0.000203535001967253
"the lord",269,0.000203535001967253
"to and",269,0.000203535001967253
"was that",269,0.000203535001967253
"youre not",269,0.000203535001967253
"can make",268,0.000202778366272207
"on saturday",268,0.000202778366272207
"i wont",267,0.000202021730577162
"the work",267,0.000202021730577162
"these are",267,0.000202021730577162
"this month",267,0.000202021730577162
"and be",266,0.000201265094882116
"but she",266,0.000201265094882116
"great day",266,0.000201265094882116
"i might",266,0.000201265094882116
"its own",266,0.000201265094882116
"not even",266,0.000201265094882116
"over a",266,0.000201265094882116
"place to",266,0.000201265094882116
"plenty of",266,0.000201265094882116
"with them",266,0.000201265094882116
"find out",265,0.000200508459187071
"i find",265,0.000200508459187071
"its all",265,0.000200508459187071
"were in",265,0.000200508459187071
"come out",264,0.000199751823492025
"day in",264,0.000199751823492025
"known as",264,0.000199751823492025
"then the",264,0.000199751823492025
"way of",264,0.000199751823492025
"what happened",264,0.000199751823492025
"and just",263,0.00019899518779698
"on an",263,0.00019899518779698
"will take",263,0.00019899518779698
"didnt know",262,0.000198238552101934
"pick up",262,0.000198238552101934
"rt i",262,0.000198238552101934
"with no",262,0.000198238552101934
"a person",261,0.000197481916406888
"all about",261,0.000197481916406888
"but also",261,0.000197481916406888
"from his",261,0.000197481916406888
"member of",261,0.000197481916406888
"care of",260,0.000196725280711843
"few days",260,0.000196725280711843
"i look",260,0.000196725280711843
"is like",260,0.000196725280711843
"know it",260,0.000196725280711843
"members of",260,0.000196725280711843
"there will",260,0.000196725280711843
"were a",260,0.000196725280711843
"the latest",259,0.000195968645016797
"willing to",259,0.000195968645016797
"within the",259,0.000195968645016797
"come in",258,0.000195212009321752
"during a",258,0.000195212009321752
"through a",258,0.000195212009321752
"to become",258,0.000195212009321752
"down and",257,0.000194455373626706
"home and",257,0.000194455373626706
"it makes",257,0.000194455373626706
"it so",257,0.000194455373626706
"and with",256,0.000193698737931661
"it had",256,0.000193698737931661
"my husband",256,0.000193698737931661
"the problem",256,0.000193698737931661
"the water",256,0.000193698737931661
"these days",256,0.000193698737931661
"been in",255,0.000192942102236615
"get out",255,0.000192942102236615
"go out",255,0.000192942102236615
"half of",255,0.000192942102236615
"i wanna",255,0.000192942102236615
"its like",255,0.000192942102236615
"last month",255,0.000192942102236615
"they do",255,0.000192942102236615
"you on",255,0.000192942102236615
"a major",254,0.00019218546654157
"for one",254,0.00019218546654157
"from to",254,0.00019218546654157
"is really",254,0.00019218546654157
"plans to",254,0.00019218546654157
"you go",254,0.00019218546654157
"a free",253,0.000191428830846524
"also a",253,0.000191428830846524
"thousands of",253,0.000191428830846524
"addition to",252,0.000190672195151478
"and see",252,0.000190672195151478
"coming to",252,0.000190672195151478
"him in",252,0.000190672195151478
"something that",252,0.000190672195151478
"the event",252,0.000190672195151478
"you the",252,0.000190672195151478
"and of",251,0.000189915559456433
"department of",251,0.000189915559456433
"i took",251,0.000189915559456433
"on facebook",251,0.000189915559456433
"read the",251,0.000189915559456433
"the process",251,0.000189915559456433
"welcome to",251,0.000189915559456433
"its time",250,0.000189158923761387
"on top",250,0.000189158923761387
"we just",250,0.000189158923761387
"your favorite",250,0.000189158923761387
"a place",249,0.000188402288066342
"of which",249,0.000188402288066342
"out that",249,0.000188402288066342
"than i",249,0.000188402288066342
"to build",249,0.000188402288066342
"any other",248,0.000187645652371296
"health care",248,0.000187645652371296
"idea of",248,0.000187645652371296
"love that",248,0.000187645652371296
"thought it",248,0.000187645652371296
"a group",247,0.000186889016676251
"a million",247,0.000186889016676251
"love and",247,0.000186889016676251
"no idea",247,0.000186889016676251
"that could",247,0.000186889016676251
"that makes",247,0.000186889016676251
"the white",247,0.000186889016676251
"will never",247,0.000186889016676251
"you feel",247,0.000186889016676251
"has not",246,0.000186132380981205
"put the",246,0.000186132380981205
"set up",246,0.000186132380981205
"thats not",246,0.000186132380981205
"thing i",246,0.000186132380981205
"to provide",246,0.000186132380981205
"get back",245,0.00018537574528616
"say the",245,0.00018537574528616
"the following",245,0.00018537574528616
"time the",245,0.00018537574528616
"to ask",245,0.00018537574528616
"why do",245,0.00018537574528616
"you love",245,0.00018537574528616
"he also",244,0.000184619109591114
"he didnt",244,0.000184619109591114
"how it",244,0.000184619109591114
"i go",244,0.000184619109591114
"not that",244,0.000184619109591114
"on how",244,0.000184619109591114
"one more",244,0.000184619109591114
"the group",244,0.000184619109591114
"the market",244,0.000184619109591114
"why is",244,0.000184619109591114
"will get",244,0.000184619109591114
"i decided",243,0.000183862473896069
"i wonder",243,0.000183862473896069
"lets go",243,0.000183862473896069
"me up",243,0.000183862473896069
"new year",243,0.000183862473896069
"proud of",243,0.000183862473896069
"were the",243,0.000183862473896069
"you got",243,0.000183862473896069
"be sure",242,0.000183105838201023
"for following",242,0.000183105838201023
"the ground",242,0.000183105838201023
"to support",242,0.000183105838201023
"and said",241,0.000182349202505977
"get my",241,0.000182349202505977
"let us",241,0.000182349202505977
"lol i",241,0.000182349202505977
"much for",241,0.000182349202505977
"the little",241,0.000182349202505977
"trip to",241,0.000182349202505977
"we love",241,0.000182349202505977
"you had",241,0.000182349202505977
"a number",240,0.000181592566810932
"did it",240,0.000181592566810932
"if its",240,0.000181592566810932
"let the",240,0.000181592566810932
"san diego",240,0.000181592566810932
"though i",240,0.000181592566810932
"to turn",240,0.000181592566810932
"we want",240,0.000181592566810932
"a special",239,0.000180835931115886
"is there",239,0.000180835931115886
"no more",239,0.000180835931115886
"the citys",239,0.000180835931115886
"a former",238,0.000180079295420841
"how are",238,0.000180079295420841
"pay for",238,0.000180079295420841
"place in",238,0.000180079295420841
"the air",238,0.000180079295420841
"they want",238,0.000180079295420841
"to add",238,0.000180079295420841
"i remember",237,0.000179322659725795
"my dad",237,0.000179322659725795
"now the",237,0.000179322659725795
"one is",237,0.000179322659725795
"other than",237,0.000179322659725795
"over to",237,0.000179322659725795
"put it",237,0.000179322659725795
"the floor",237,0.000179322659725795
"to spend",237,0.000179322659725795
"was also",237,0.000179322659725795
"get in",236,0.00017856602403075
"it also",236,0.00017856602403075
"just want",236,0.00017856602403075
"near the",236,0.00017856602403075
"none of",236,0.00017856602403075
"work in",236,0.00017856602403075
"as she",235,0.000177809388335704
"but then",235,0.000177809388335704
"even the",235,0.000177809388335704
"of god",235,0.000177809388335704
"something to",235,0.000177809388335704
"to school",235,0.000177809388335704
"will do",235,0.000177809388335704
"each of",234,0.000177052752640659
"if your",234,0.000177052752640659
"me too",234,0.000177052752640659
"one in",234,0.000177052752640659
"pretty much",234,0.000177052752640659
"the current",234,0.000177052752640659
"a child",233,0.000176296116945613
"all this",233,0.000176296116945613
"series of",233,0.000176296116945613
"the internet",233,0.000176296116945613
"the rt",233,0.000176296116945613
"the summer",233,0.000176296116945613
"to pm",233,0.000176296116945613
"was at",233,0.000176296116945613
"great to",232,0.000175539481250567
"must have",232,0.000175539481250567
"on its",232,0.000175539481250567
"the hospital",232,0.000175539481250567
"time with",232,0.000175539481250567
"am a",231,0.000174782845555522
"days of",231,0.000174782845555522
"is always",231,0.000174782845555522
"keep it",231,0.000174782845555522
"so they",231,0.000174782845555522
"the power",231,0.000174782845555522
"to save",231,0.000174782845555522
"called the",230,0.000174026209860476
"dont forget",230,0.000174026209860476
"is being",230,0.000174026209860476
"of any",230,0.000174026209860476
"plan to",230,0.000174026209860476
"thats why",230,0.000174026209860476
"to its",230,0.000174026209860476
"was very",230,0.000174026209860476
"keep the",229,0.000173269574165431
"the three",229,0.000173269574165431
"took the",229,0.000173269574165431
"watch the",229,0.000173269574165431
"a statement",228,0.000172512938470385
"and were",228,0.000172512938470385
"i told",228,0.000172512938470385
"im gonna",228,0.000172512938470385
"in there",228,0.000172512938470385
"people and",228,0.000172512938470385
"the program",228,0.000172512938470385
"up my",228,0.000172512938470385
"very good",228,0.000172512938470385
"with our",228,0.000172512938470385
"am so",227,0.00017175630277534
"and at",227,0.00017175630277534
"are on",227,0.00017175630277534
"at that",227,0.00017175630277534
"get your",227,0.00017175630277534
"give me",227,0.00017175630277534
"i may",227,0.00017175630277534
"more about",227,0.00017175630277534
"think you",227,0.00017175630277534
"to pick",227,0.00017175630277534
"want a",227,0.00017175630277534
"will make",227,0.00017175630277534
"and our",226,0.000170999667080294
"are some",226,0.000170999667080294
"figure out",226,0.000170999667080294
"is at",226,0.000170999667080294
"look for",226,0.000170999667080294
"me for",226,0.000170999667080294
"of how",226,0.000170999667080294
"said we",226,0.000170999667080294
"soon as",226,0.000170999667080294
"state of",226,0.000170999667080294
"the police",226,0.000170999667080294
"the room",226,0.000170999667080294
"the years",226,0.000170999667080294
"im still",225,0.000170243031385249
"my phone",225,0.000170243031385249
"on sunday",225,0.000170243031385249
"to one",225,0.000170243031385249
"we know",225,0.000170243031385249
"are just",224,0.000169486395690203
"hes a",224,0.000169486395690203
"the news",224,0.000169486395690203
"to those",224,0.000169486395690203
"was no",224,0.000169486395690203
"we did",224,0.000169486395690203
"an amazing",223,0.000168729759995158
"as part",223,0.000168729759995158
"it when",223,0.000168729759995158
"look forward",223,0.000168729759995158
"my way",223,0.000168729759995158
"next time",223,0.000168729759995158
"say i",223,0.000168729759995158
"the kind",223,0.000168729759995158
"to bed",223,0.000168729759995158
"without a",223,0.000168729759995158
"give you",222,0.000167973124300112
"its going",222,0.000167973124300112
"know you",222,0.000167973124300112
"nothing to",222,0.000167973124300112
"the music",222,0.000167973124300112
"they could",222,0.000167973124300112
"which has",222,0.000167973124300112
"but for",221,0.000167216488605066
"i read",221,0.000167216488605066
"my family",221,0.000167216488605066
"see that",221,0.000167216488605066
"thought i",221,0.000167216488605066
"a full",220,0.000166459852910021
"a guy",220,0.000166459852910021
"a series",220,0.000166459852910021
"as many",220,0.000166459852910021
"but when",220,0.000166459852910021
"it takes",220,0.000166459852910021
"or two",220,0.000166459852910021
"over and",220,0.000166459852910021
"a pretty",219,0.000165703217214975
"do something",219,0.000165703217214975
"man who",219,0.000165703217214975
"the church",219,0.000165703217214975
"to understand",219,0.000165703217214975
"where they",219,0.000165703217214975
"who will",219,0.000165703217214975
"a really",218,0.00016494658151993
"hit the",218,0.00016494658151993
"its hard",218,0.00016494658151993
"or so",218,0.00016494658151993
"see if",218,0.00016494658151993
"take it",218,0.00016494658151993
"that all",218,0.00016494658151993
"the bill",218,0.00016494658151993
"the heat",218,0.00016494658151993
"as soon",217,0.000164189945824884
"came out",217,0.000164189945824884
"few weeks",217,0.000164189945824884
"find the",217,0.000164189945824884
"million in",217,0.000164189945824884
"more and",217,0.000164189945824884
"someone who",217,0.000164189945824884
"for its",216,0.000163433310129839
"more to",216,0.000163433310129839
"on me",216,0.000163433310129839
"the center",216,0.000163433310129839
"things to",216,0.000163433310129839
"this summer",216,0.000163433310129839
"three years",216,0.000163433310129839
"year old",216,0.000163433310129839
"and also",215,0.000162676674434793
"dont even",215,0.000162676674434793
"had an",215,0.000162676674434793
"middle of",215,0.000162676674434793
"to visit",215,0.000162676674434793
"and let",214,0.000161920038739748
"cant believe",214,0.000161920038739748
"create a",214,0.000161920038739748
"here are",214,0.000161920038739748
"him a",214,0.000161920038739748
"if she",214,0.000161920038739748
"on what",214,0.000161920038739748
"or more",214,0.000161920038739748
"quite a",214,0.000161920038739748
"things i",214,0.000161920038739748
"today and",214,0.000161920038739748
"was my",214,0.000161920038739748
"work for",214,0.000161920038739748
"a part",213,0.000161163403044702
"a team",213,0.000161163403044702
"come up",213,0.000161163403044702
"ended up",213,0.000161163403044702
"for another",213,0.000161163403044702
"for what",213,0.000161163403044702
"in life",213,0.000161163403044702
"is why",213,0.000161163403044702
"it should",213,0.000161163403044702
"the district",213,0.000161163403044702
"the person",213,0.000161163403044702
"tonight at",213,0.000161163403044702
"was still",213,0.000161163403044702
"bunch of",212,0.000160406767349656
"good for",212,0.000160406767349656
"is only",212,0.000160406767349656
"or even",212,0.000160406767349656
"starting to",212,0.000160406767349656
"the building",212,0.000160406767349656
"the west",212,0.000160406767349656
"to avoid",212,0.000160406767349656
"working with",212,0.000160406767349656
"all in",211,0.000159650131654611
"call me",211,0.000159650131654611
"enjoy the",211,0.000159650131654611
"few years",211,0.000159650131654611
"it may",211,0.000159650131654611
"make you",211,0.000159650131654611
"on thursday",211,0.000159650131654611
"so good",211,0.000159650131654611
"the place",211,0.000159650131654611
"been the",210,0.000158893495959565
"hundreds of",210,0.000158893495959565
"in any",210,0.000158893495959565
"still have",210,0.000158893495959565
"the court",210,0.000158893495959565
"the ones",210,0.000158893495959565
"yeah i",210,0.000158893495959565
"did the",209,0.00015813686026452
"family and",209,0.00015813686026452
"i hear",209,0.00015813686026452
"if u",209,0.00015813686026452
"it really",209,0.00015813686026452
"ive got",209,0.00015813686026452
"the project",209,0.00015813686026452
"well be",209,0.00015813686026452
"at first",208,0.000157380224569474
"back of",208,0.000157380224569474
"be used",208,0.000157380224569474
"happened to",208,0.000157380224569474
"has no",208,0.000157380224569474
"night and",208,0.000157380224569474
"so im",208,0.000157380224569474
"to for",208,0.000157380224569474
"a girl",207,0.000156623588874429
"all those",207,0.000156623588874429
"it be",207,0.000156623588874429
"making a",207,0.000156623588874429
"shout out",207,0.000156623588874429
"the community",207,0.000156623588874429
"the food",207,0.000156623588874429
"won the",207,0.000156623588874429
"follow back",206,0.000155866953179383
"he doesnt",206,0.000155866953179383
"much to",206,0.000155866953179383
"my hair",206,0.000155866953179383
"on tuesday",206,0.000155866953179383
"that way",206,0.000155866953179383
"the county",206,0.000155866953179383
"the line",206,0.000155866953179383
"the list",206,0.000155866953179383
"thing to",206,0.000155866953179383
"and two",205,0.000155110317484338
"get some",205,0.000155110317484338
"getting a",205,0.000155110317484338
"if not",205,0.000155110317484338
"put a",205,0.000155110317484338
"to everyone",205,0.000155110317484338
"variety of",205,0.000155110317484338
"as to",204,0.000154353681789292
"do we",204,0.000154353681789292
"filled with",204,0.000154353681789292
"i wouldnt",204,0.000154353681789292
"to feel",204,0.000154353681789292
"to some",204,0.000154353681789292
"with one",204,0.000154353681789292
"a bunch",203,0.000153597046094247
"food and",203,0.000153597046094247
"including the",203,0.000153597046094247
"is coming",203,0.000153597046094247
"of things",203,0.000153597046094247
"very much",203,0.000153597046094247
"way i",203,0.000153597046094247
"about my",202,0.000152840410399201
"for now",202,0.000152840410399201
"four years",202,0.000152840410399201
"glad you",202,0.000152840410399201
"have fun",202,0.000152840410399201
"that and",202,0.000152840410399201
"the former",202,0.000152840410399201
"things are",202,0.000152840410399201
"to join",202,0.000152840410399201
"which the",202,0.000152840410399201
"be back",201,0.000152083774704155
"day for",201,0.000152083774704155
"on wednesday",201,0.000152083774704155
"our own",201,0.000152083774704155
"the early",201,0.000152083774704155
"you ever",201,0.000152083774704155
"a quick",200,0.00015132713900911
"a short",200,0.00015132713900911
"about you",200,0.00015132713900911
"are more",200,0.00015132713900911
"believe in",200,0.00015132713900911
"home to",200,0.00015132713900911
"i loved",200,0.00015132713900911
"it looks",200,0.00015132713900911
"just one",200,0.00015132713900911
"return to",200,0.00015132713900911
"say it",200,0.00015132713900911
"school and",200,0.00015132713900911
"the local",200,0.00015132713900911
"the president",200,0.00015132713900911
"this book",200,0.00015132713900911
"to love",200,0.00015132713900911
"where we",200,0.00015132713900911
"you that",200,0.00015132713900911
"come from",199,0.000150570503314064
"give up",199,0.000150570503314064
"in time",199,0.000150570503314064
"love this",199,0.000150570503314064
"not been",199,0.000150570503314064
"not so",199,0.000150570503314064
"of other",199,0.000150570503314064
"taking a",199,0.000150570503314064
"the home",199,0.000150570503314064
"the worlds",199,0.000150570503314064
"you really",199,0.000150570503314064
"a half",198,0.000149813867619019
"and do",198,0.000149813867619019
"be done",198,0.000149813867619019
"be so",198,0.000149813867619019
"but as",198,0.000149813867619019
"cant be",198,0.000149813867619019
"dont need",198,0.000149813867619019
"here i",198,0.000149813867619019
"involved in",198,0.000149813867619019
"ive never",198,0.000149813867619019
"me but",198,0.000149813867619019
"said its",198,0.000149813867619019
"that his",198,0.000149813867619019
"that means",198,0.000149813867619019
"the issue",198,0.000149813867619019
"the phone",198,0.000149813867619019
"when im",198,0.000149813867619019
"because you",197,0.000149057231923973
"does it",197,0.000149057231923973
"excited for",197,0.000149057231923973
"form of",197,0.000149057231923973
"have it",197,0.000149057231923973
"much better",197,0.000149057231923973
"of one",197,0.000149057231923973
"two weeks",197,0.000149057231923973
"which he",197,0.000149057231923973
"you make",197,0.000149057231923973
"a yearold",196,0.000148300596228928
"good thing",196,0.000148300596228928
"he and",196,0.000148300596228928
"how about",196,0.000148300596228928
"if a",196,0.000148300596228928
"pretty good",196,0.000148300596228928
"the question",196,0.000148300596228928
"the site",196,0.000148300596228928
"were all",196,0.000148300596228928
"win the",196,0.000148300596228928
"her husband",195,0.000147543960533882
"it might",195,0.000147543960533882
"join us",195,0.000147543960533882
"off a",195,0.000147543960533882
"the party",195,0.000147543960533882
"was like",195,0.000147543960533882
"woke up",195,0.000147543960533882
"back from",194,0.000146787324838837
"because we",194,0.000146787324838837
"didnt want",194,0.000146787324838837
"once again",194,0.000146787324838837
"picked up",194,0.000146787324838837
"really good",194,0.000146787324838837
"some time",194,0.000146787324838837
"story of",194,0.000146787324838837
"the perfect",194,0.000146787324838837
"to continue",194,0.000146787324838837
"with its",194,0.000146787324838837
"an email",193,0.000146030689143791
"excited about",193,0.000146030689143791
"for two",193,0.000146030689143791
"have never",193,0.000146030689143791
"it that",193,0.000146030689143791
"left the",193,0.000146030689143791
"only to",193,0.000146030689143791
"pair of",193,0.000146030689143791
"seemed to",193,0.000146030689143791
"that had",193,0.000146030689143791
"the greatest",193,0.000146030689143791
"the park",193,0.000146030689143791
"this will",193,0.000146030689143791
"to hold",193,0.000146030689143791
"to wait",193,0.000146030689143791
"to what",193,0.000146030689143791
"ways to",193,0.000146030689143791
"would make",193,0.000146030689143791
"all your",192,0.000145274053448745
"at it",192,0.000145274053448745
"city of",192,0.000145274053448745
"do is",192,0.000145274053448745
"do so",192,0.000145274053448745
"got it",192,0.000145274053448745
"help you",192,0.000145274053448745
"my day",192,0.000145274053448745
